mol,Target,Name,Degradation Identification new 1,Article_DOI,handle1,handle2,linker,atoms_NAF,Compound ID,Uniprot,E3 Ligase,Uniprot_E3,E3_PDB,Closest_E3,target_PDB,Closest_target,DC50_nM_,Dmax_prc_,Assay_DC50_Dmax_,Percent_degradation_prc_,Assay_Percent_degradation_,IC50_nM_Protac_to_Target_,Assay_Protac_to_Target_IC50_,EC50_nM_Protac_to_Target_,Assay_Protac_to_Target_EC50_,Kd_nM_Protac_to_Target_,Assay_Protac_to_Target_Kd_,Ki_nM_Protac_to_Target_,Assay_Protac_to_Target_Ki_,delta_G_kcal_mol_Protac_to_Target_,delta_H_kcal_mol_Protac_to_Target_,Tdelta_S_kcal_mol_Protac_to_Target_,Assay_Protac_to_Target_G_H_TS_,kon_1_Ms_Protac_to_Target_,koff_1_s_Protac_to_Target_,t1_2_s_Protac_to_Target_,Assay_Protac_to_Target_kon_koff_t1_2_,IC50_nM_Protac_to_E3_,Assay_Protac_to_E3_IC50_,EC50_nM_Protac_to_E3_,Assay_Protac_to_E3_EC50_,Kd_nM_Protac_to_E3_,Assay_Protac_to_E3_Kd_,Ki_nM_Protac_to_E3_,Assay_Protac_to_E3_Ki_,delta_G_kcal_mol_Protac_to_E3_,delta_H_kcal_mol_Protac_to_E3_,Tdelta_S_kcal_mol_Protac_to_E3_,Assay_Protac_to_E3_G_H_TS_,kon_1_Ms_Protac_to_E3_,koff_1_s_Protac_to_E3_,t1_2_s_Protac_to_E3_,Assay_Protac_to_E3_kon_koff_t1_2_,IC50_nM_Ternary_complex_,Assay_Ternary_complex_IC50_,EC50_nM_Ternary_complex_,Assay_Ternary_complex_EC50_,Kd_nM_Ternary_complex_,Assay_Ternary_complex_Kd_,Ki_nM_Ternary_complex_,Assay_Ternary_complex_Ki_,delta_G_kcal_mol_Ternary_complex_,delta_H_kcal_mol_Ternary_complex_,Tdelta_S_kcal_mol_Ternary_complex_,Assay_Ternary_complex_G_H_TS_,kon_1_Ms_Ternary_complex_,koff_1_s_Ternary_complex_,t1_2_s_Ternary_complex_,Assay_Ternary_complex_kon_koff_t1_2_,IC50_nM_Cellular_activities_,Assay_Cellular_activities_IC50_,EC50_nM_Cellular_activities_,Assay_Cellular_activities_EC50_,GI50_nM_Cellular_activities_,Assay_Cellular_activities_GI50_,ED50_nM_Cellular_activities_,Assay_Cellular_activities_ED50_,GR50_nM_Cellular_activities_,Assay_Cellular_activities_GR50_,PAMPA_Papp_nm_s_Permeability_,Assay_Permeability_PAMPA_Papp_,Caco_2_A2B_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_A2B_Papp_,Caco_2_B2A_Papp_nm_s_Permeability_,Assay_Permeability_Caco_2_B2A_Papp_,Molecular_Weight,Exact_Mass,XLogP3,Heavy_Atom_Count,Ring_Count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Rotatable_Bond_Count,Topological_Polar_Surface_Area,Molecular_Formula,InChI,InChI_Key
C1CC(NC(C1N1C(c2cccc(c2C1=O)NCCOCCOCCOCCOCCOCCOCCn1cc(CCN2CCN(CC2)S(c2ccc(cc2)c2cnc(c(C(Nc3cccnc3)=O)n2)N)(=O)=O)nn1)=O)=O)=O,GSK,,Good,10.1016/j.ejmech.2021.113889,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O,CCOCCOCCOCCOCCOCCOCCn1cc(C)nn1,0,450,P49841,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4ACC,4ACD",4ACD,,,,55.9/86,% GSK3B degradation in SH-SY5Y cells after 24 h treatment at 1000/10000 nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.21,1097.4389,-0.05,78,8,22,4,31,316.08,C51H63N13O13S,"InChI=1S/C51H63N13O13S/c52-47-46(49(67)56-37-3-2-13-53-33-37)57-42(34-55-47)36-6-8-39(9-7-36)78(70,71)63-18-16-61(17-19-63)15-12-38-35-62(60-59-38)20-22-73-24-26-75-28-30-77-32-31-76-29-27-74-25-23-72-21-14-54-41-5-1-4-40-45(41)51(69)64(50(40)68)43-10-11-44(65)58-48(43)66/h1-9,13,33-35,43,54H,10-12,14-32H2,(H2,52,55)(H,56,67)(H,58,65,66)",JJGALSSJVYZYHC-UHFFFAOYSA-N
C(CCN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O)Cc1cn(CCOCCOCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)nn1,GSK,,Good,10.1016/j.ejmech.2021.113889,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O,CCCc1cn(CCOCCOCC)nn1,0,451,P49841,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4ACC,4ACD",4ACD,,,,38.2/88.3,% GSK3B degradation in SH-SY5Y cells after 24 h treatment at 1000/10000 nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.052,949.3653412,1.25,68,8,18,4,21,279.16,C45H51N13O9S,"InChI=1S/C45H51N13O9S/c46-41-40(43(61)50-31-6-4-15-47-27-31)51-36(28-49-41)30-9-11-33(12-10-30)68(64,65)57-20-18-55(19-21-57)17-2-1-5-32-29-56(54-53-32)22-24-67-26-25-66-23-16-48-35-8-3-7-34-39(35)45(63)58(44(34)62)37-13-14-38(59)52-42(37)60/h3-4,6-12,15,27-29,37,48H,1-2,5,13-14,16-26H2,(H2,46,49)(H,50,61)(H,52,59,60)",POEDIMKQYSDVSE-UHFFFAOYSA-N
C(CCN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O)Cc1cn(CCOCCOCCOCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)nn1,GSK,,Good,10.1016/j.ejmech.2021.113889,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O,CCCc1cn(CCOCCOCCOCC)nn1,0,452,P49841,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4ACC,4ACD",4ACD,,,,54.6/89.7,% GSK3B degradation in SH-SY5Y cells after 24 h treatment at 1000/10000 nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.105,993.391556,1.1,71,8,19,4,24,288.39,C47H55N13O10S,"InChI=1S/C47H55N13O10S/c48-43-42(45(63)52-33-6-4-15-49-29-33)53-38(30-51-43)32-9-11-35(12-10-32)71(66,67)59-20-18-57(19-21-59)17-2-1-5-34-31-58(56-55-34)22-24-69-26-28-70-27-25-68-23-16-50-37-8-3-7-36-41(37)47(65)60(46(36)64)39-13-14-40(61)54-44(39)62/h3-4,6-12,15,29-31,39,50H,1-2,5,13-14,16-28H2,(H2,48,51)(H,52,63)(H,54,61,62)",LFQJJPPCBLKJNQ-UHFFFAOYSA-N
C(CCN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O)Cc1cn(CCOCCOCCOCCOCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)nn1,GSK,,Good,10.1016/j.ejmech.2021.113889,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O,CCCc1cn(CCOCCOCCOCCOCC)nn1,0,453,P49841,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4ACC,4ACD",4ACD,110.1,,Degradation of GSK3B in SH-SY5Y cells after 24 h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.158,1037.417771,0.96,74,8,20,4,27,297.62,C49H59N13O11S,"InChI=1S/C49H59N13O11S/c50-45-44(47(65)54-35-6-4-15-51-31-35)55-40(32-53-45)34-9-11-37(12-10-34)74(68,69)61-20-18-59(19-21-61)17-2-1-5-36-33-60(58-57-36)22-24-71-26-28-73-30-29-72-27-25-70-23-16-52-39-8-3-7-38-43(39)49(67)62(48(38)66)41-13-14-42(63)56-46(41)64/h3-4,6-12,15,31-33,41,52H,1-2,5,13-14,16-30H2,(H2,50,53)(H,54,65)(H,56,63,64)",MMDZUELMJKLTTR-UHFFFAOYSA-N
C(CCN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O)Cc1cn(CCOCCOCCOCCOCCOCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)nn1,GSK,PT-65,Good,10.1016/j.ejmech.2021.113889,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O,CCCc1cn(CCOCCOCCOCCOCCOCC)nn1,0,454,P49841,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4ACC,4ACD",4ACD,34.2,,Degradation of GSK3B in SH-SY5Y cells after 24 h treatment,,,,,,,12.41,SPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.211,1081.443985,0.81,77,8,21,4,30,306.85,C51H63N13O12S,"InChI=1S/C51H63N13O12S/c52-47-46(49(67)56-37-6-4-15-53-33-37)57-42(34-55-47)36-9-11-39(12-10-36)77(70,71)63-20-18-61(19-21-63)17-2-1-5-38-35-62(60-59-38)22-24-73-26-28-75-30-32-76-31-29-74-27-25-72-23-16-54-41-8-3-7-40-45(41)51(69)64(50(40)68)43-13-14-44(65)58-48(43)66/h3-4,6-12,15,33-35,43,54H,1-2,5,13-14,16-32H2,(H2,52,55)(H,56,67)(H,58,65,66)",QJSFLEBIQZMJQF-UHFFFAOYSA-N
C(CCN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O)Cc1cn(CCOCCOCCOCCOCCOCCOCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)nn1,GSK,,Good,10.1016/j.ejmech.2021.113889,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CN1CCN(CC1)S(c1ccc(cc1)c1cnc(c(C(Nc2cccnc2)=O)n1)N)(=O)=O,CCCc1cn(CCOCCOCCOCCOCCOCCOCC)nn1,0,455,P49841,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4ACC,4ACD",4ACD,66.6,,Degradation of GSK3B in SH-SY5Y cells after 24 h treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.264,1125.4702,0.66,80,8,22,4,33,316.08,C53H67N13O13S,"InChI=1S/C53H67N13O13S/c54-49-48(51(69)58-39-6-4-15-55-35-39)59-44(36-57-49)38-9-11-41(12-10-38)80(72,73)65-20-18-63(19-21-65)17-2-1-5-40-37-64(62-61-40)22-24-75-26-28-77-30-32-79-34-33-78-31-29-76-27-25-74-23-16-56-43-8-3-7-42-47(43)53(71)66(52(42)70)45-13-14-46(67)60-50(45)68/h3-4,6-12,15,35-37,45,56H,1-2,5,13-14,16-34H2,(H2,54,57)(H,58,69)(H,60,67,68)",ZHGGZYWCROVTRI-UHFFFAOYSA-N
CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)(=O)=O,JAK2,,Good,10.1021/acsmedchemlett.1c00650,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2ncn1)(=O)=O,CCCCNC(c1ccc(cc1)N)=O,0,456,O60674,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"6VN8,6WTQ",6VN8,,,,,,,,,,,,,,,,,,,,,,1.55,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.26,Inhibit viability of MHH-CALL-4 cells,,,,,,,,,,,,,832.904,832.2863626,1.84,60,8,14,5,15,257.27,C40H40N12O7S,"InChI=1S/C40H40N12O7S/c1-2-60(58,59)50-22-40(23-50,15-16-41)51-21-25(20-45-51)33-28-14-19-43-34(28)49-39(48-33)46-26-10-8-24(9-11-26)35(54)44-18-4-3-17-42-29-7-5-6-27-32(29)38(57)52(37(27)56)30-12-13-31(53)47-36(30)55/h5-11,14,19-21,30,42H,2-4,12-13,15,17-18,22-23H2,1H3,(H,44,54)(H,47,53,55)(H2,43,46,48,49)",XTSGMNYQSRAKGD-UHFFFAOYSA-N
CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NCCCCNc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)(=O)=O,JAK2,SJ001005354,Good,10.1021/acsmedchemlett.1c00245,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2ncn1)(=O)=O,CCCCNC(c1ccc(cc1)N)=O,0,457,O60674,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"6VN8,6WTQ",6VN8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,Inhibit proliferation of MHH-CALL-4 cells,,,,,,,,,,,,,832.904,832.2863626,1.84,60,8,14,5,15,257.27,C40H40N12O7S,"InChI=1S/C40H40N12O7S/c1-2-60(58,59)50-22-40(23-50,15-16-41)51-21-25(20-45-51)33-28-14-19-43-34(28)49-39(48-33)46-26-10-8-24(9-11-26)35(54)44-18-4-3-17-42-29-7-5-6-27-32(29)38(57)52(37(27)56)30-12-13-31(53)47-36(30)55/h5-11,14,19-21,30,42H,2-4,12-13,15,17-18,22-23H2,1H3,(H,44,54)(H,47,53,55)(H2,43,46,48,49)",XTSGMNYQSRAKGD-UHFFFAOYSA-N
CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NCCCCOc2cccc3C(N(C4CCC(NC4=O)=O)C(c23)=O)=O)=O)n1)(=O)=O,JAK2,,Good,10.1021/acsmedchemlett.1c00650,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2ncn1)(=O)=O,C(CCO)CNC(c1ccc(cc1)N)=O,0,458,O60674,CRBN,Q96SW2,7BQU,7BQU,"6VN8,6WTQ",6VN8,,,,,,,,,,,,,,,,,,,,,,3.81,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,Inhibit viability of MHH-CALL-4 cells,,,,,,,,,,,,,833.888,833.2703782,1.28,60,8,14,4,15,254.47,C40H39N11O8S,"InChI=1S/C40H39N11O8S/c1-2-60(57,58)49-22-40(23-49,15-16-41)50-21-25(20-44-50)33-28-14-18-42-34(28)48-39(47-33)45-26-10-8-24(9-11-26)35(53)43-17-3-4-19-59-30-7-5-6-27-32(30)38(56)51(37(27)55)29-12-13-31(52)46-36(29)54/h5-11,14,18,20-21,29H,2-4,12-13,15,17,19,22-23H2,1H3,(H,43,53)(H,46,52,54)(H2,42,45,47,48)",RHRPJQJOBDOJKU-UHFFFAOYSA-N
CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NC2CCN(CC2)c2ccc3C(N(C4CCC(NC4=O)=O)C(c3c2)=O)=O)=O)n1)(=O)=O,JAK2,,Good,10.1021/acsmedchemlett.1c00650,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,C(Cn1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NC2CCNCC2)=O)n1)C#N,CCS(N(C)C)(=O)=O,6,459,O60674,CRBN,Q96SW2,7BQU,7BQU,"6VN8,6WTQ",6WTQ,21,,Degradation of JAK2 in MHH-CALL-4 cells after 24 h treatment,,,,,,,,,,,,,,,,,,,20.2,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.2,Inhibit viability of MHH-CALL-4 cells,,,,,,,,,,,,,844.915,844.2863626,1.27,61,9,14,4,11,248.48,C41H40N12O7S,"InChI=1S/C41H40N12O7S/c1-2-61(59,60)51-22-41(23-51,14-15-42)52-21-25(20-44-52)34-30-11-16-43-35(30)49-40(48-34)46-26-5-3-24(4-6-26)36(55)45-27-12-17-50(18-13-27)28-7-8-29-31(19-28)39(58)53(38(29)57)32-9-10-33(54)47-37(32)56/h3-8,11,16,19-21,27,32H,2,9-10,12-14,17-18,22-23H2,1H3,(H,45,55)(H,47,54,56)(H2,43,46,48,49)",QENXNFNQQOSOIZ-UHFFFAOYSA-N
CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NCCN2CCN(CC2)c2ccc3C(N(C4CCC(NC4=O)=O)C(c3c2)=O)=O)=O)n1)(=O)=O,JAK2,,Good,10.1021/acsmedchemlett.1c00650,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2ncn1)(=O)=O,C1CN(CCN1)CCNC(c1ccc(cc1)N)=O,0,460,O60674,CRBN,Q96SW2,7BQU,7BQU,"6VN8,6WTQ",6VN8,,,,,,,,,,,,,,,,,,,,,,0.31,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,Inhibit viability of MHH-CALL-4 cells,,,,,,,,,,,,,873.957,873.3129117,0.53,63,9,15,4,13,251.72,C42H43N13O7S,"InChI=1S/C42H43N13O7S/c1-2-63(61,62)53-24-42(25-53,12-13-43)54-23-27(22-46-54)35-31-11-14-44-36(31)50-41(49-35)47-28-5-3-26(4-6-28)37(57)45-15-16-51-17-19-52(20-18-51)29-7-8-30-32(21-29)40(60)55(39(30)59)33-9-10-34(56)48-38(33)58/h3-8,11,14,21-23,33H,2,9-10,12,15-20,24-25H2,1H3,(H,45,57)(H,48,56,58)(H2,44,47,49,50)",PURCRNBCKBOXFH-UHFFFAOYSA-N
CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2nc(Nc2ccc(cc2)C(NCCN2CCN(CC2)c2ccc3C(N(C4CCC(NC4=O)=O)C(c3c2)=O)=O)=O)n1)(=O)=O,JAK2,SJ001008030,Good,10.1021/acsmedchemlett.1c00245,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CCS(N1CC(CC#N)(C1)n1cc(cn1)c1c2cc[nH]c2ncn1)(=O)=O,C1CN(CCN1)CCNC(c1ccc(cc1)N)=O,0,461,O60674,CRBN,Q96SW2,7BQU,7BQU,"6VN8,6WTQ",6VN8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,Inhibit proliferation of MHH-CALL-4 cells,,,,,,,,,,,,,873.957,873.3129117,0.53,63,9,15,4,13,251.72,C42H43N13O7S,"InChI=1S/C42H43N13O7S/c1-2-63(61,62)53-24-42(25-53,12-13-43)54-23-27(22-46-54)35-31-11-14-44-36(31)50-41(49-35)47-28-5-3-26(4-6-28)37(57)45-15-16-51-17-19-52(20-18-51)29-7-8-30-32(21-29)40(60)55(39(30)59)33-9-10-34(56)48-38(33)58/h3-8,11,14,21-23,33H,2,9-10,12,15-20,24-25H2,1H3,(H,45,57)(H,48,56,58)(H2,44,47,49,50)",PURCRNBCKBOXFH-UHFFFAOYSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCc3cn(CCCCNC(COc4cccc5C(N(C6CCC(NC6=O)=O)C(c45)=O)=O)=O)nn3)=O)c3nnc(C)n3c2sc1C,BRD4,,Good,10.1002/anie.202108848,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,C(CCn1cc(CNC=O)nn1)CNC(CO)=O,1,462,O60885,CRBN,Q96SW2,7BQU,7BQU,"4C67,6YQN",6YQN,,,,,,23.7,IC50 of BRD4 BD2 was assessed by TR-FRET,,,,,,,,,,,,,,,17,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,Inhibit proliferation of MV4-11/HD-MB03 cells,,,,,,,,,,,17,Compounds were administered at 10000 nM and incubated for 2 h,,,866.361,865.2521413,2.45,61,8,15,3,14,224.76,C41H40ClN11O7S,"InChI=1S/C41H40ClN11O7S/c1-21-22(2)61-41-34(21)36(24-9-11-25(42)12-10-24)45-28(37-49-47-23(3)52(37)41)17-32(55)44-18-26-19-51(50-48-26)16-5-4-15-43-33(56)20-60-30-8-6-7-27-35(30)40(59)53(39(27)58)29-13-14-31(54)46-38(29)57/h6-12,19,28-29H,4-5,13-18,20H2,1-3H3,(H,43,56)(H,44,55)(H,46,54,57)/t28-,29?/m0/s1",DCJYEKOZHBUGTG-XLTVJXRZSA-N
Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](CC(NCc3cn(CCCCNC(CNc4cccc5C(N(C6CCC(NC6=O)=O)C(c45)=O)=O)=O)nn3)=O)c3nnc(C)n3c2sc1C,BRD4,,Good,10.1002/anie.202108848,C1CC(NC(C1N1C(c2cccc(c2C1=O)N)=O)=O)=O,Cc1c2C(c3ccc(cc3)[Cl])=N[C@@H](C)c3nnc(C)n3c2sc1C,CC(NCCCCn1cc(CNC=O)nn1)=O,1,463,O60885,CRBN,Q96SW2,"4TZ4,6H0G,7BQU",6H0G,"4C67,6YQN",6YQN,,,,,,1.7,IC50 of BRD4 BD2 was assessed by TR-FRET,,,,,,,,,,,,,,,4,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,Inhibit proliferation of MV4-11/HD-MB03 cells,,,,,,,,,,,2.2,Compounds were administered at 10000 nM and incubated for 2 h,,,865.377,864.2681257,3.02,61,8,15,4,14,227.56,C41H41ClN12O6S,"InChI=1S/C41H41ClN12O6S/c1-21-22(2)61-41-34(21)36(24-9-11-25(42)12-10-24)46-29(37-50-48-23(3)53(37)41)17-32(56)45-18-26-20-52(51-49-26)16-5-4-15-43-33(57)19-44-28-8-6-7-27-35(28)40(60)54(39(27)59)30-13-14-31(55)47-38(30)58/h6-12,20,29-30,44H,4-5,13-19H2,1-3H3,(H,43,57)(H,45,56)(H,47,55,58)/t29-,30?/m0/s1",RXKCXGDDGPGXLS-UFXYQILXSA-N
Cc1c(COc2cc(c(CNCCNC(CCCC#Cc3ccc4C(N(C5CCC(NC5=O)=O)C(c4c3)=O)=O)=O)c(c2)OC)OC)cccc1c1ccccc1,PD,,Good,10.1016/j.bioorg.2021.104833,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CC(NCCNCc1c(cc(cc1OC)OCc1cccc(c2ccccc2)c1C)OC)=O,CCC#C,0,464,Q9NZQ7,CRBN,Q96SW2,7BQU,7BQU,5N2D,5N2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80780,Inhibit proliferation of B16F10/4T1/MC-38 cells,,,,,,,,,,,,,,,756.856,756.3159144,4.85,56,6,9,3,15,152.37,C44H44N4O8,"InChI=1S/C44H44N4O8/c1-28-31(14-10-15-33(28)30-12-7-5-8-13-30)27-56-32-24-38(54-2)36(39(25-32)55-3)26-45-21-22-46-40(49)16-9-4-6-11-29-17-18-34-35(23-29)44(53)48(43(34)52)37-19-20-41(50)47-42(37)51/h5,7-8,10,12-15,17-18,23-25,37,45H,4,9,16,19-22,26-27H2,1-3H3,(H,46,49)(H,47,50,51)",VRDCJEWVOSAMGL-UHFFFAOYSA-N
Cc1c(COc2cc(c(CNCCNC(CCCCC#Cc3ccc4C(N(C5CCC(NC5=O)=O)C(c4c3)=O)=O)=O)c(c2)OC)OC)cccc1c1ccccc1,PD,,Good,10.1016/j.bioorg.2021.104833,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CC(NCCNCc1c(cc(cc1OC)OCc1cccc(c2ccccc2)c1C)OC)=O,CCCC#C,0,465,Q9NZQ7,CRBN,Q96SW2,7BQU,7BQU,5N2D,5N2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,Inhibit proliferation of B16F10/4T1/MC-38 cells,,,,,,,,,,,,,,,770.883,770.3315644,5.39,57,6,9,3,16,152.37,C45H46N4O8,"InChI=1S/C45H46N4O8/c1-29-32(15-11-16-34(29)31-13-8-6-9-14-31)28-57-33-25-39(55-2)37(40(26-33)56-3)27-46-22-23-47-41(50)17-10-5-4-7-12-30-18-19-35-36(24-30)45(54)49(44(35)53)38-20-21-42(51)48-43(38)52/h6,8-9,11,13-16,18-19,24-26,38,46H,4-5,10,17,20-23,27-28H2,1-3H3,(H,47,50)(H,48,51,52)",BRTVDDLQZZTSPW-UHFFFAOYSA-N
Cc1c(COc2cc(c(CNCCNC(CCCC#Cc3cccc4C(N(C5CCC(NC5=O)=O)C(c34)=O)=O)=O)c(c2)OC)OC)cccc1c1ccccc1,PD,,Good,10.1016/j.bioorg.2021.104833,C1CC(NC(C1N1C(c2ccccc2C1=O)=O)=O)=O,CC(NCCNCc1c(cc(cc1OC)OCc1cccc(c2ccccc2)c1C)OC)=O,CCC#C,0,466,Q9NZQ7,CRBN,Q96SW2,7BQU,7BQU,5N2D,5N2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570,Inhibit proliferation of B16F10/4T1/MC-38 cells,,,,,,,,,,,,,,,756.856,756.3159144,4.85,56,6,9,3,15,152.37,C44H44N4O8,"InChI=1S/C44H44N4O8/c1-28-31(16-11-17-33(28)29-12-6-4-7-13-29)27-56-32-24-37(54-2)35(38(25-32)55-3)26-45-22-23-46-39(49)19-9-5-8-14-30-15-10-18-34-41(30)44(53)48(43(34)52)36-20-21-40(50)47-42(36)51/h4,6-7,10-13,15-18,24-25,36,45H,5,9,19-23,26-27H2,1-3H3,(H,46,49)(H,47,50,51)",GCAOMZWAXBVXAS-UHFFFAOYSA-N
